A,1,B,11,266
A,2,S,175,314
A,3,B,62,246
M,2,S,175,314
A,4,B,328,284
A,5,S,206,321
A,6,B,104,314
T,104,314
X,6,B,104,314
M,2,S,71,314
A,7,S,339,308
X,3,B,62,246
A,8,B,172,245
X,4,B,328,284
X,8,B,172,245
A,9,B,307,214
M,2,S,71,314
M,1,B,203,263
A,10,B,397,301
A,11,B,281,233
A,12,S,87,327
A,13,S,227,302
M,9,B,307,214
A,14,B,382,248
A,15,S,380,267
T,380,267
M,10,B,17,301
X,15,S,380,267
M,12,S,87,286
T,17,286
X,10,B,17,301
M,12,S,70,286
A,16,B,356,200
A,17,S,321,295
A,18,S,193,327
X,13,S,227,302
A,19,S,305,277
X,18,S,193,327
A,20,B,354,250
M,12,S,371,277
A,21,B,6,277
T,6,277
X,21,B,6,277
M,19,S,299,277
M,12,S,371,277
A,22,S,265,273
A,23,B,366,247
A,24,S,221,277
A,25,S,153,241
T,153,241
M,1,B,50,263
X,25,S,153,241
M,22,S,322,343
M,14,B,315,260
X,22,S,322,343
A,26,S,191,245
T,50,245
T,141,245
X,1,B,50,263
M,26,S,141,245
M,14,B,174,260
X,26,S,141,245
A,27,B,320,260
X,24,S,221,277
M,16,B,356,284
T,299,277
T,57,277
M,16,B,57,284
X,19,S,299,277
X,16,B,57,284
M,12,S,314,277
A,28,B,372,298
T,314,277
T,58,295
M,28,B,58,298
X,12,S,314,277
X,28,B,58,298
M,17,S,263,295
A,29,S,244,350
X,5,S,206,321
A,30,S,237,340
A,31,B,159,262
A,32,B,75,312
T,75,295
X,32,B,75,312
M,17,S,188,295
A,33,B,86,229
X,11,B,281,233
X,14,B,174,260
X,17,S,188,295
A,34,B,212,227
M,23,B,348,247
A,35,B,20,218
A,36,B,65,282
X,35,B,20,218
A,37,B,21,304
A,38,S,13,299
T,13,299
M,37,B,8,304
X,38,S,13,299
A,39,B,8,311
T,8,308
X,39,B,8,311
M,7,S,331,308
X,37,B,8,304
A,40,B,365,284
X,7,S,331,308
X,27,B,320,260
M,33,B,86,229
X,2,S,71,314
A,41,B,117,279
A,42,S,175,399
A,43,B,171,340
T,171,340
X,43,B,171,340
M,30,S,66,340
A,44,B,302,289
A,45,B,66,324
X,44,B,302,289
A,46,B,311,288
X,42,S,175,399
A,47,B,193,333
A,48,S,62,415
A,49,S,178,330
T,178,330
M,47,B,15,333
X,49,S,178,330
A,50,S,66,287
T,15,287
T,51,287
X,47,B,15,333
M,50,S,51,287
M,45,B,15,324
X,50,S,51,287
X,48,S,62,415
A,51,B,337,331
M,46,B,311,288
A,52,S,308,371
A,53,B,201,364
T,66,340
T,135,350
M,53,B,135,364
X,30,S,66,340
X,53,B,135,364
M,29,S,109,350
M,52,S,2,371
A,54,B,216,324
A,55,B,337,358
T,109,350
M,55,B,228,358
X,29,S,109,350
A,56,S,138,464
A,57,S,139,378
X,51,B,337,331
A,58,B,140,396
