A,1,S,284,163
A,2,B,205,138
A,3,S,8,188
X,2,B,205,138
M,1,S,284,163
A,4,B,183,139
A,5,S,142,147
A,6,B,10,158
T,10,147
X,6,B,10,158
M,5,S,132,147
A,7,S,161,138
T,161,138
M,4,B,22,139
X,7,S,161,138
A,8,S,278,141
A,9,B,182,109
A,10,S,123,170
M,9,B,375,109
X,8,S,278,141
A,11,B,339,152
T,132,147
M,11,B,207,152
X,5,S,132,147
M,4,B,22,139
A,12,S,145,184
X,11,B,207,152
A,13,S,108,179
A,14,B,262,136
A,15,S,114,187
A,16,B,31,136
M,10,S,337,170
X,13,S,108,179
A,17,B,207,153
A,18,B,276,168
T,276,163
X,18,B,276,168
M,1,S,8,163
M,9,B,230,134
A,19,B,58,142
X,19,B,58,142
A,20,S,9,150
T,9,150
M,17,B,198,153
X,20,S,9,150
A,21,B,290,112
A,22,B,83,153
X,1,S,8,163
M,22,B,41,153
A,23,B,47,153
X,21,B,290,112
A,24,S,145,176
A,25,S,371,168
A,26,S,353,188
A,27,S,298,161
A,28,S,315,198
A,29,B,222,172
T,222,161
X,29,B,222,172
M,27,S,76,161
A,30,B,94,123
A,31,B,389,177
T,76,161
T,313,168
M,31,B,313,177
X,27,S,76,161
X,31,B,313,177
M,25,S,58,168
A,32,S,188,175
X,12,S,145,184
X,32,S,188,175
A,33,B,183,176
T,58,168
T,125,170
M,33,B,125,176
X,25,S,58,168
X,33,B,125,176
M,10,S,212,170
A,34,B,137,125
X,28,S,315,198
X,10,S,212,170
X,15,S,114,187
M,23,B,47,153
A,35,B,192,181
T,145,176
M,35,B,47,181
X,24,S,145,176
A,36,B,399,183
A,37,B,29,175
A,38,B,345,136
A,39,B,335,198
T,8,188
T,327,188
M,39,B,327,198
X,3,S,8,188
X,39,B,327,198
M,26,S,26,188
A,40,B,64,151
A,41,B,137,188
T,26,188
M,41,B,111,188
X,26,S,26,188
M,41,B,117,215
A,42,S,64,245
X,42,S,64,245
A,43,S,368,235
M,16,B,31,136
A,44,B,124,199
A,45,S,353,241
A,46,S,250,289
M,43,S,368,235
A,47,S,43,288
A,48,B,115,229
M,47,S,87,206
T,87,206
M,48,B,28,229
X,47,S,87,206
M,46,S,112,230
M,22,B,335,170
A,49,S,164,275
M,30,B,342,123
M,49,S,56,237
X,48,B,28,229
M,43,S,207,235
A,50,B,207,253
T,112,230
T,95,235
M,50,B,95,253
X,46,S,112,230
X,50,B,95,253
M,43,S,112,235
A,51,B,30,184
A,52,B,145,163
A,53,S,28,222
M,36,B,399,160
X,43,S,112,235
A,54,B,392,210
A,55,B,248,197
M,16,B,320,136
A,56,B,13,174
M,36,B,399,160
M,34,B,137,125
X,4,B,22,139
M,45,S,157,254
A,57,B,298,196
M,17,B,198,230
T,28,222
M,17,B,170,230
X,53,S,28,222
A,58,S,256,226
T,170,226
X,17,B,170,230
M,58,S,86,226
A,59,S,111,187
T,111,187
M,41,B,6,215
X,59,S,111,187
A,60,B,308,224
A,61,B,17,164
M,52,B,145,163
M,45,S,157,198
T,157,198
M,60,B,151,224
X,45,S,157,198
A,62,S,50,289
A,63,S,254,276
A,64,B,134,244
T,86,226
T,48,237
M,64,B,48,244
X,58,S,86,226
X,64,B,48,244
M,49,S,8,237
X,62,S,50,289
A,65,B,319,251
T,8,237
M,65,B,311,251
X,49,S,8,237
A,66,B,269,269
A,67,B,137,286
T,137,276
X,67,B,137,286
M,63,S,117,276
X,22,B,335,170
A,68,S,22,345
M,63,S,117,234
T,117,234
M,66,B,152,269
X,63,S,117,234
X,23,B,47,153
A,69,S,295,359
A,70,B,173,284
A,71,S,361,375
M,68,S,101,394
A,72,S,390,398
A,73,B,46,303
A,74,S,359,307
A,75,S,30,374
A,76,S,18,326
A,77,B,394,299
A,78,B,247,300
A,79,S,218,356
M,69,S,295,321
A,80,S,36,320
A,81,B,22,227
X,74,S,359,307
A,82,B,66,248
A,83,B,330,254
A,84,B,353,343
T,36,320
T,295,321
T,18,326
M,84,B,317,343
X,80,S,36,320
M,84,B,22,343
X,69,S,295,321
M,84,B,4,343
X,76,S,18,326
M,68,S,273,438
M,34,B,137,282
X,79,S,218,356
A,85,S,122,384
A,86,S,30,311
T,4,311
X,84,B,4,343
M,86,S,26,311
A,87,B,293,268
M,85,S,230,308
A,88,B,241,289
A,89,B,379,270
A,90,B,343,219
X,89,B,379,270
X,75,S,30,374
A,91,B,186,220
A,92,B,216,267
A,93,S,230,381
X,87,B,293,268
A,94,S,248,381
A,95,B,308,258
M,60,B,151,224
M,85,S,242,308
A,96,S,171,355
M,96,S,171,373
A,97,B,116,338
T,116,308
X,97,B,116,338
M,85,S,126,308
X,16,B,320,136
X,90,B,343,219
M,30,B,282,336
T,126,308
T,26,311
M,30,B,156,336
X,85,S,126,308
M,30,B,130,336
X,86,S,26,311
A,98,B,288,273
X,35,B,47,181
X,83,B,330,254
A,99,B,306,293
A,100,B,198,255
A,101,S,36,408
A,102,B,170,272
A,103,B,221,387
T,171,373
T,50,375
M,103,B,50,387
X,96,S,171,373
X,103,B,50,387
M,71,S,311,375
M,101,S,30,352
A,104,S,249,313
T,130,313
X,30,B,130,336
M,104,S,119,313
X,101,S,30,352
A,105,S,183,338
A,106,B,305,255
X,55,B,248,197
A,107,S,370,283
T,46,283
T,247,283
T,77,283
X,73,B,46,303
M,107,S,324,283
X,78,B,247,300
M,107,S,77,283
M,77,B,317,299
X,107,S,77,283
X,37,B,29,175
A,108,B,38,283
X,105,S,183,338
M,71,S,311,377
A,109,S,249,336
M,108,B,391,268
A,110,S,286,279
T,286,279
M,77,B,31,299
X,110,S,286,279
A,111,B,358,305
A,112,S,338,264
T,338,264
M,111,B,20,305
X,112,S,338,264
A,113,B,294,336
T,119,313
T,175,336
M,113,B,175,336
X,104,S,119,313
X,113,B,175,336
M,109,S,74,336
A,114,B,119,279
A,115,S,314,304
T,20,304
X,111,B,20,305
M,115,S,294,304
A,116,B,253,220
A,117,S,43,343
X,92,B,216,267
A,118,B,314,327
T,294,304
M,118,B,20,327
X,115,S,294,304
A,119,S,376,294
T,20,294
T,31,294
X,118,B,20,327
M,119,S,356,294
X,77,B,31,299
M,119,S,325,294
A,120,B,197,335
T,197,294
X,120,B,197,335
M,119,S,128,294
X,93,S,230,381
M,54,B,108,317
T,108,294
X,54,B,108,317
M,119,S,20,294
A,121,S,130,356
M,14,B,205,222
A,122,B,258,250
M,61,B,17,265
M,95,B,308,258
A,123,S,362,373
M,52,B,145,163
A,124,B,220,239
A,125,S,334,259
T,306,259
T,28,259
X,99,B,306,293
M,125,S,28,259
M,88,B,213,289
X,125,S,28,259
A,126,B,213,313
T,20,294
M,126,B,193,313
X,119,S,20,294
A,127,S,311,355
M,44,B,336,199
A,128,S,352,290
T,193,290
X,126,B,193,313
M,128,S,159,290
A,129,B,176,291
T,159,290
M,129,B,17,291
X,128,S,159,290
A,130,B,212,340
T,74,336
M,130,B,138,340
X,109,S,74,336
A,131,S,73,317
T,73,317
M,130,B,65,340
X,131,S,73,317
M,117,S,43,357
A,132,B,392,360
T,311,355
T,81,356
M,132,B,81,360
X,127,S,311,355
X,132,B,81,360
M,121,S,49,356
A,133,S,264,359
A,134,S,301,319
T,65,319
X,130,B,65,340
M,134,S,236,319
A,135,B,197,252
M,68,S,119,438
M,66,B,366,269
A,136,S,360,361
A,137,B,114,236
M,114,B,272,310
A,138,B,42,240
A,139,S,392,324
A,140,B,196,358
T,196,319
X,140,B,196,358
M,134,S,40,319
M,94,S,248,381
X,100,B,198,255
M,116,B,253,340
T,40,319
T,213,324
M,116,B,213,340
X,134,S,40,319
X,116,B,213,340
M,139,S,179,324
X,139,S,179,324
A,141,B,226,263
X,136,S,360,361
A,142,B,350,354
A,143,B,370,383
T,49,356
T,43,357
T,264,359
T,14,373
M,143,B,321,383
X,121,S,49,356
M,143,B,278,383
X,117,S,43,357
M,143,B,14,383
X,133,S,264,359
X,143,B,14,383
M,123,S,348,373
A,144,B,330,413
T,330,373
X,144,B,330,413
M,123,S,18,373
X,51,B,30,184
A,145,S,351,411
A,146,S,386,374
X,146,S,386,374
A,147,B,167,361
X,34,B,137,282
A,148,B,210,323
A,149,S,202,422
A,150,B,175,312
M,149,S,202,422
A,151,S,226,427
A,152,B,101,270
A,153,B,348,301
M,68,S,100,429
A,154,B,377,406
T,18,373
T,311,377
T,48,381
M,154,B,359,406
X,123,S,18,373
M,154,B,48,406
X,71,S,311,377
X,154,B,48,406
M,94,S,200,381
A,155,B,128,290
A,156,S,330,431
A,157,S,28,363
A,158,S,268,441
A,159,S,204,342
T,167,342
T,37,342
X,147,B,167,361
M,159,S,37,342
M,142,B,313,354
X,159,S,37,342
M,60,B,151,224
X,149,S,202,422
A,160,S,40,329
T,40,329
M,142,B,273,354
X,160,S,40,329
A,161,S,380,362
A,162,S,59,401
X,61,B,17,265
A,163,B,310,321
A,164,S,283,412
A,165,S,41,340
T,41,340
M,142,B,232,354
X,165,S,41,340
M,9,B,230,134
A,166,S,113,314
T,113,314
M,142,B,119,354
X,166,S,113,314
X,164,S,283,412
A,167,B,257,352
A,168,B,301,303
A,169,S,301,319
T,119,319
T,182,319
X,142,B,119,354
M,169,S,182,319
M,167,B,75,352
X,169,S,182,319
A,170,B,163,398
T,163,362
X,170,B,163,398
M,161,S,217,362
X,162,S,59,401
X,137,B,114,236
A,171,S,260,321
T,75,321
T,185,321
X,167,B,75,352
M,171,S,185,321
M,148,B,25,323
X,171,S,185,321
A,172,S,128,315
T,25,315
T,103,315
X,148,B,25,323
M,172,S,103,315
M,163,B,207,321
X,172,S,103,315
A,173,S,307,296
T,207,296
T,100,296
X,163,B,207,321
M,173,S,100,296
M,150,B,75,312
X,173,S,100,296
A,174,B,141,356
M,156,S,330,346
T,141,346
X,174,B,141,356
M,156,S,189,346
A,175,S,216,363
A,176,S,178,367
M,70,B,112,272
X,88,B,213,289
A,177,B,186,296
M,158,S,268,441
M,175,S,3,342
M,168,B,301,353
T,3,342
T,189,346
M,168,B,298,353
X,175,S,3,342
M,168,B,109,353
X,156,S,189,346
A,178,B,345,280
X,81,B,22,227
M,124,B,220,253
A,179,B,70,270
A,180,B,146,332
M,70,B,125,273
A,181,B,136,354
A,182,S,187,335
T,136,335
T,51,335
X,181,B,136,354
M,182,S,51,335
M,168,B,58,353
X,182,S,51,335
M,60,B,92,224
X,161,S,217,362
A,183,S,109,417
A,184,S,314,460
X,157,S,28,363
X,129,B,17,291
A,185,S,218,464
A,186,S,287,457
A,187,B,136,355
A,188,B,207,331
M,176,S,122,422
X,145,S,351,411
M,158,S,140,337
T,136,337
T,4,337
X,187,B,136,355
M,158,S,4,337
M,168,B,54,353
X,158,S,4,337
X,186,S,287,457
A,189,S,385,434
X,91,B,186,220
M,185,S,370,335
T,54,335
X,168,B,54,353
M,185,S,316,335
A,190,S,222,325
T,146,325
T,76,325
X,180,B,146,332
M,190,S,76,325
M,188,B,131,331
X,190,S,76,325
A,191,S,44,292
T,44,292
M,188,B,87,331
X,191,S,44,292
A,192,S,57,377
A,193,B,203,359
T,203,335
X,193,B,203,359
M,185,S,113,335
A,194,S,294,381
A,195,B,253,250
X,94,S,200,381
X,189,S,385,434
A,196,S,308,286
T,87,286
T,75,286
T,146,286
X,188,B,87,331
M,196,S,221,286
X,150,B,75,312
M,196,S,146,286
M,114,B,126,310
X,196,S,146,286
A,197,B,263,315
A,198,B,136,330
M,68,S,100,330
T,100,330
M,198,B,36,330
X,68,S,100,330
A,199,B,70,235
M,60,B,92,346
T,92,335
X,60,B,92,346
M,185,S,21,335
X,183,S,109,417
A,200,B,122,260
A,201,B,195,377
T,21,335
T,57,377
M,201,B,174,377
X,185,S,21,335
M,201,B,117,377
X,192,S,57,377
X,44,B,336,199
M,184,S,314,420
M,102,B,170,362
A,202,S,359,364
T,117,364
X,201,B,117,377
M,202,S,242,364
A,203,B,116,411
T,116,364
X,203,B,116,411
M,202,S,126,364
A,204,S,307,452
A,205,B,339,317
A,206,S,374,409
A,207,B,275,296
A,208,B,238,360
M,41,B,84,400
T,84,364
X,41,B,84,400
M,202,S,42,364
X,176,S,122,422
A,209,S,345,450
A,210,S,118,408
X,184,S,314,420
A,211,S,202,333
T,170,333
T,32,333
X,102,B,170,362
M,211,S,32,333
M,208,B,206,360
X,211,S,32,333
A,212,S,21,399
X,197,B,263,315
X,209,S,345,450
A,213,S,174,374
M,152,B,101,315
A,214,S,54,428
A,215,S,286,463
X,202,S,42,364
A,216,B,132,419
T,132,374
X,216,B,132,419
M,213,S,42,374
A,217,B,137,369
A,218,B,365,398
T,42,374
T,294,381
T,29,398
M,218,B,323,398
X,213,S,42,374
M,218,B,29,398
X,194,S,294,381
X,218,B,29,398
M,72,S,361,398
A,219,S,183,361
T,137,361
X,217,B,137,369
M,219,S,46,361
A,220,S,284,371
X,207,B,275,296
A,221,S,221,340
T,206,340
X,208,B,206,360
M,221,S,15,340
X,72,S,361,398
X,212,S,21,399
A,222,B,88,297
A,223,B,274,367
T,15,340
T,46,361
M,223,B,259,367
X,221,S,15,340
M,223,B,213,367
X,219,S,46,361
A,224,B,353,364
A,225,S,278,460
A,226,S,312,365
T,213,365
X,223,B,213,367
M,226,S,99,365
A,227,S,229,418
M,40,B,48,356
A,228,B,94,373
T,94,365
X,228,B,94,373
M,226,S,5,365
M,226,S,5,473
A,229,S,252,346
T,252,346
M,224,B,101,364
X,229,S,252,346
X,224,B,101,364
M,215,S,286,456
A,230,B,35,282
X,204,S,307,452
X,52,B,145,163
M,225,S,278,460
A,231,S,354,376
A,232,B,274,355
A,233,B,184,361
A,234,S,208,463
X,231,S,354,376
M,151,S,226,427
A,235,B,169,358
A,236,B,263,417
T,263,371
X,236,B,263,417
M,220,S,21,371
X,206,S,374,409
A,237,B,105,341
X,114,B,126,310
A,238,B,326,412
T,21,371
T,118,408
M,238,B,305,412
X,220,S,21,371
M,238,B,187,412
X,210,S,118,408
A,239,B,329,361
M,225,S,344,483
A,240,S,70,441
X,36,B,399,160
A,241,B,81,294
X,240,S,70,441
A,242,S,356,402
T,187,402
X,238,B,187,412
M,242,S,169,402
X,215,S,286,456
M,205,B,339,310
A,243,B,229,374
A,244,S,367,493
M,124,B,220,320
X,57,B,298,196
X,124,B,220,320
A,245,S,278,359
T,229,359
T,49,359
X,243,B,229,374
M,245,S,49,359
M,233,B,135,361
X,245,S,49,359
A,246,B,147,312
A,247,B,329,319
A,248,S,284,457
A,249,B,49,403
T,49,402
X,249,B,49,403
M,242,S,120,402
X,66,B,366,269
A,250,B,15,279
A,251,B,285,315
M,153,B,27,424
T,27,402
X,153,B,27,424
M,242,S,93,402
A,252,B,376,399
A,253,B,146,356
A,254,B,296,370
X,246,B,147,312
M,242,S,93,402
A,255,B,205,340
X,234,S,208,463
A,256,S,245,428
A,257,S,384,402
X,214,S,54,428
A,258,S,151,400
A,259,S,337,405
A,260,S,358,429
X,259,S,337,405
X,152,B,101,315
X,257,S,384,402
A,261,S,142,435
X,244,S,367,493
A,262,S,243,371
T,243,371
M,252,B,133,399
X,262,S,243,371
X,199,B,70,235
A,263,S,145,388
T,133,388
X,252,B,133,399
M,263,S,12,388
X,227,S,229,418
A,264,B,174,377
A,265,B,54,319
A,266,B,50,349
X,98,B,288,273
X,138,B,42,240
A,267,B,101,307
A,268,B,322,295
A,269,S,122,426
A,270,B,177,363
A,271,S,295,335
T,174,335
T,121,335
X,264,B,174,377
M,271,S,121,335
M,254,B,175,370
X,271,S,121,335
M,261,S,318,427
M,242,S,339,402
M,248,S,338,457
A,272,B,358,352
A,273,S,153,370
T,153,370
M,254,B,22,370
X,273,S,153,370
M,258,S,364,400
A,274,S,53,448
M,274,S,53,385
A,275,B,240,295
X,106,B,305,255
M,248,S,338,348
T,22,348
T,177,348
T,135,348
T,4,348
X,254,B,22,370
M,248,S,316,348
X,270,B,177,363
M,248,S,139,348
X,233,B,135,361
M,248,S,4,348
M,239,B,325,361
X,248,S,4,348
A,276,S,121,422
A,277,S,262,334
T,262,334
M,239,B,63,361
X,277,S,262,334
X,261,S,318,427
X,263,S,12,388
A,278,B,257,296
A,279,B,289,280
M,256,S,302,428
A,280,S,391,380
A,281,S,239,433
M,274,S,335,375
M,177,B,186,376
T,186,375
X,177,B,186,376
M,274,S,149,375
A,282,B,205,326
A,283,B,129,344
M,225,S,194,446
A,284,S,279,321
T,63,321
T,169,321
T,47,321
X,239,B,63,361
M,284,S,216,321
X,235,B,169,358
M,284,S,47,321
M,40,B,1,356
X,284,S,47,321
X,280,S,391,380
A,285,S,44,383
A,286,S,214,358
A,287,B,275,372
T,214,358
M,287,B,61,372
X,286,S,214,358
A,288,S,35,330
T,35,330
M,287,B,26,372
X,288,S,35,330
A,289,S,116,390
M,82,B,235,280
A,290,S,263,428
X,226,S,5,473
A,291,B,48,266
A,292,S,129,432
X,260,S,358,429
A,293,S,367,465
A,294,B,255,427
T,149,375
T,44,383
T,62,390
M,294,B,106,427
X,274,S,149,375
M,294,B,62,427
X,285,S,44,383
X,294,B,62,427
M,289,S,54,390
A,295,S,7,454
X,258,S,364,400
M,222,B,312,297
M,56,B,13,402
T,13,390
X,56,B,13,402
M,289,S,41,390
A,296,B,328,336
A,297,B,199,347
X,291,B,48,266
A,298,S,161,492
A,299,B,162,372
A,300,S,42,400
A,301,B,212,401
T,41,390
T,42,400
M,301,B,171,401
X,289,S,41,390
M,301,B,129,401
X,300,S,42,400
A,302,B,280,351
A,303,B,271,380
A,304,S,158,508
M,198,B,400,308
A,305,S,210,472
M,304,S,158,427
A,306,B,73,305
M,293,S,349,465
A,307,B,298,348
M,293,S,162,429
M,303,B,47,380
X,295,S,7,454
A,308,B,182,299
A,309,S,398,381
T,129,381
X,301,B,129,401
M,309,S,269,381
A,310,S,53,342
T,47,342
T,6,342
X,303,B,47,380
M,310,S,6,342
M,287,B,20,372
X,310,S,6,342
M,272,B,358,352
A,311,S,13,397
A,312,S,20,476
M,281,S,310,449
M,299,B,98,404
T,98,381
X,299,B,98,404
M,309,S,171,381
X,65,B,311,251
A,313,B,10,350
A,314,B,288,280
A,315,S,2,461
A,316,S,348,480
A,317,B,256,429
T,171,381
T,13,397
T,72,402
M,317,B,85,429
X,309,S,171,381
M,317,B,72,429
X,311,S,13,397
X,317,B,72,429
M,242,S,267,402
M,283,B,343,442
T,267,402
T,76,422
M,283,B,76,442
X,242,S,267,402
X,283,B,76,442
M,276,S,45,422
A,318,B,3,394
X,195,B,253,250
X,268,B,322,295
X,40,B,1,356
A,319,B,11,287
A,320,S,85,439
M,296,B,64,363
X,293,S,162,429
A,321,S,325,393
T,3,393
X,318,B,3,394
M,321,S,322,393
X,232,B,274,355
A,322,B,57,274
A,323,B,380,397
T,322,393
M,323,B,58,397
X,321,S,322,393
A,324,S,144,418
A,325,S,309,346
T,58,346
T,20,346
T,64,346
T,146,346
T,21,346
X,323,B,58,397
M,325,S,251,346
X,287,B,20,372
M,325,S,231,346
X,296,B,64,363
M,325,S,167,346
X,253,B,146,356
M,325,S,21,346
M,272,B,337,352
X,325,S,21,346
A,326,B,224,383
M,275,B,315,435
T,144,418
T,45,422
T,122,426
T,4,427
M,275,B,171,435
X,324,S,144,418
M,275,B,126,435
X,276,S,45,422
M,275,B,4,435
X,269,S,122,426
X,275,B,4,435
M,151,S,222,427
M,256,S,7,470
M,298,S,161,492
A,327,B,20,354
A,328,S,249,369
T,224,369
X,326,B,224,383
M,328,S,25,369
X,316,S,348,480
A,329,B,393,323
A,330,B,144,383
T,25,369
M,330,B,119,383
X,328,S,25,369
M,256,S,7,485
M,122,B,365,250
X,313,B,10,350
M,312,S,66,476
A,331,B,78,322
A,332,B,255,345
A,333,S,156,490
A,334,B,61,319
M,315,S,222,427
A,335,S,124,475
X,281,S,310,449
X,151,S,222,427
A,336,S,82,491
M,315,S,211,427
M,336,S,352,497
X,14,B,205,222
M,256,S,352,470
A,337,S,137,365
T,119,365
X,330,B,119,383
M,337,S,18,365
M,179,B,70,318
A,338,S,323,382
A,339,B,59,380
T,18,365
M,339,B,41,380
X,337,S,18,365
A,340,S,93,455
X,135,B,197,252
A,341,S,42,380
T,41,380
X,339,B,41,380
M,341,S,1,380
A,342,B,100,394
T,1,380
T,99,382
M,342,B,99,394
X,341,S,1,380
X,342,B,99,394
M,338,S,224,382
A,343,S,317,400
A,344,B,87,367
M,297,B,199,347
A,345,S,294,465
A,346,B,295,285
A,347,B,52,270
A,348,B,149,290
X,9,B,230,134
X,297,B,199,347
A,349,B,92,376
A,350,S,31,411
X,292,S,129,432
A,351,S,116,394
M,265,B,54,290
A,352,S,181,479
A,353,B,65,363
M,225,S,225,366
T,92,366
T,87,366
X,349,B,92,376
M,225,S,133,366
X,344,B,87,367
M,225,S,46,366
A,354,S,292,327
T,65,327
T,20,327
T,207,327
X,353,B,65,363
M,354,S,227,327
X,327,B,20,354
M,354,S,207,327
M,272,B,130,352
X,354,S,207,327
A,355,B,228,393
T,46,366
T,182,382
M,355,B,182,393
X,225,S,46,366
X,355,B,182,393
M,338,S,42,382
A,356,B,219,342
A,357,B,28,291
A,358,S,155,343
T,130,343
T,25,343
X,272,B,130,352
M,358,S,25,343
M,302,B,255,351
X,358,S,25,343
A,359,B,242,314
A,360,B,158,331
A,361,B,26,268
A,362,S,248,428
M,329,B,393,324
X,346,B,295,285
A,363,B,158,280
A,364,S,59,389
M,350,S,146,411
X,141,B,226,263
X,70,B,125,273
X,282,B,205,326
M,179,B,70,327
A,365,S,37,396
A,366,S,42,446
M,95,B,299,315
A,367,B,373,265
M,255,B,144,269
A,368,B,164,384
T,42,382
M,368,B,122,384
X,338,S,42,382
A,369,S,25,477
X,362,S,248,428
A,370,S,346,406
X,370,S,346,406
A,371,S,374,443
X,350,S,146,411
A,372,B,70,390
T,59,389
M,372,B,11,390
X,364,S,59,389
M,251,B,285,387
A,373,B,296,285
A,374,B,300,324
A,375,B,352,372
X,178,B,345,280
A,376,B,147,372
A,377,S,340,454
A,378,S,209,508
A,379,S,311,405
A,380,B,156,313
X,340,S,93,455
X,336,S,352,497
M,306,B,281,340
A,381,B,208,305
X,351,S,116,394
M,374,B,300,324
M,255,B,144,295
A,382,B,398,283
A,383,B,238,368
M,335,S,124,467
A,384,S,182,385
T,11,385
T,171,385
X,372,B,11,390
M,384,S,171,385
M,251,B,114,387
X,384,S,171,385
M,366,S,42,400
M,298,S,382,382
T,114,382
T,122,382
X,251,B,114,387
M,298,S,268,382
X,368,B,122,384
M,298,S,146,382
M,357,B,28,291
A,385,B,337,267
M,381,B,208,309
A,386,S,4,342
T,4,342
M,375,B,348,372
X,386,S,4,342
A,387,B,177,321
A,388,B,315,285
X,374,B,300,324
A,389,B,35,282
M,371,S,295,443
A,390,S,71,451
A,391,B,381,337
A,392,S,158,474
M,256,S,352,477
X,388,B,315,285
X,267,B,101,307
M,383,B,238,307
A,393,S,124,383
A,394,S,19,322
T,19,322
M,375,B,329,372
X,394,S,19,322
X,329,B,393,324
A,395,B,116,328
M,377,S,69,454
A,396,B,257,305
A,397,B,222,423
T,146,382
T,76,383
M,397,B,76,423
X,298,S,146,382
X,397,B,76,423
M,393,S,48,383
A,398,B,16,431
T,16,383
X,398,B,16,431
M,393,S,32,383
A,399,S,88,374
A,400,S,210,366
T,210,366
M,375,B,119,372
X,400,S,210,366
X,155,B,128,290
A,401,B,8,273
A,402,B,76,299
A,403,S,25,422
A,404,S,140,472
X,392,S,158,474
M,304,S,229,362
T,119,362
T,110,362
X,375,B,119,372
M,304,S,110,362
M,376,B,37,372
X,304,S,110,362
A,405,S,365,325
T,37,325
T,255,325
T,50,325
T,23,325
X,376,B,37,372
M,405,S,328,325
X,302,B,255,351
M,405,S,73,325
X,266,B,50,349
M,405,S,23,325
M,307,B,275,348
X,405,S,23,325
M,401,B,8,273
A,406,B,219,342
A,407,S,142,375
A,408,S,82,313
T,82,313
M,307,B,193,348
X,408,S,82,313
A,409,S,78,319
T,78,319
M,307,B,115,348
X,409,S,78,319
M,319,B,263,287
M,343,S,39,400
A,410,B,205,362
A,411,S,251,406
A,412,B,336,397
T,88,374
T,142,375
T,32,383
T,37,396
M,412,B,248,397
X,399,S,88,374
M,412,B,106,397
X,407,S,142,375
M,412,B,74,397
X,393,S,32,383
M,412,B,37,397
X,365,S,37,396
A,413,B,127,338
A,414,S,372,463
A,415,S,127,481
M,402,B,76,299
M,363,B,158,280
A,416,B,216,323
X,332,B,255,345
M,334,B,61,319
X,200,B,122,260
M,256,S,378,341
T,37,341
T,205,341
T,115,341
T,21,341
X,412,B,37,397
M,256,S,341,341
X,410,B,205,362
M,256,S,136,341
X,307,B,115,348
M,256,S,21,341
M,356,B,198,342
X,256,S,21,341
M,38,B,345,136
A,417,S,336,336
T,198,336
T,138,336
X,356,B,198,342
M,417,S,138,336
M,406,B,81,342
X,417,S,138,336
M,369,S,25,409
X,230,B,35,282
A,418,B,16,362
A,419,B,225,353
X,306,B,281,340
A,420,S,53,476
M,419,B,77,381
A,421,S,311,495
X,420,S,53,476
X,305,S,210,472
X,377,S,69,454
A,422,B,349,364
M,333,S,156,334
T,77,334
T,79,334
X,419,B,77,381
M,333,S,79,334
M,422,B,270,364
X,333,S,79,334
A,423,B,295,277
A,424,S,332,409
A,425,B,233,419
T,39,400
T,42,400
T,152,405
M,425,B,194,419
X,343,S,39,400
M,425,B,152,419
X,366,S,42,400
X,425,B,152,419
M,379,S,159,405
A,426,S,190,364
T,190,364
M,422,B,80,364
X,426,S,190,364
A,427,S,227,373
M,401,B,8,273
X,379,S,159,405
A,428,S,313,406
A,429,S,241,338
T,80,338
T,16,338
T,81,338
